shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
10204,35.327665,-80.945106,10001
10204,35.327670,-80.945081,10002
10204,35.327731,-80.944854,10003
10204,35.327828,-80.944525,10004
10204,35.327871,-80.944373,10005
10204,35.327895,-80.944226,10006
10204,35.327909,-80.944051,10007
10204,35.327904,-80.943912,10008
10204,35.327877,-80.943763,10009
10204,35.327835,-80.943632,10010
10204,35.327774,-80.943519,10011
10204,35.327695,-80.943396,10012
10204,35.327601,-80.943263,10013
10204,35.327520,-80.943346,10014
10204,35.327347,-80.943525,10015
10204,35.327164,-80.943712,10016
10204,35.327007,-80.943872,10017
10204,35.326862,-80.944021,10018
10204,35.326795,-80.944086,10019
10204,35.326751,-80.944129,10020
10204,35.326575,-80.944304,10021
10204,35.326454,-80.944428,10022
10204,35.326383,-80.944498,10023
10204,35.326289,-80.944590,10024
10204,35.326134,-80.944739,10025
10204,35.325920,-80.944944,10026
10204,35.325707,-80.945155,10027
10204,35.325655,-80.945206,10028
10204,35.325563,-80.945296,10029
10204,35.325437,-80.945416,10030
10204,35.325383,-80.945467,10031
10204,35.325218,-80.945623,10032
10204,35.324957,-80.945862,10033
10204,35.324888,-80.945931,10034
10204,35.324888,-80.945931,20001
10204,35.324764,-80.946054,20002
10204,35.324604,-80.946245,20003
10204,35.324444,-80.946477,20004
10204,35.324255,-80.946784,20005
10204,35.324168,-80.946969,20006
10204,35.324048,-80.947252,20007
10204,35.323882,-80.947700,20008
10204,35.323779,-80.948002,20009
10204,35.323679,-80.948283,20010
10204,35.323655,-80.948352,20011
10204,35.323411,-80.949044,20012
10204,35.323330,-80.949292,20013
10204,35.323309,-80.949354,20014
10204,35.323298,-80.949384,20015
10204,35.323266,-80.949461,20016
10204,35.323241,-80.949515,20017
10204,35.323235,-80.949528,20018
10204,35.323182,-80.949632,20019
10204,35.323120,-80.949740,20020
10204,35.323065,-80.949834,20021
10204,35.323004,-80.949930,20022
10204,35.322949,-80.950004,20023
10204,35.322893,-80.950079,20024
10204,35.322842,-80.950145,20025
10204,35.322782,-80.950219,20026
10204,35.322712,-80.950305,20027
10204,35.322634,-80.950400,20028
10204,35.322495,-80.950560,20029
10204,35.322272,-80.950821,20030
10204,35.322088,-80.951037,20031
10204,35.321891,-80.951264,20032
10204,35.321767,-80.951411,20033
10204,35.321767,-80.951411,30001
10204,35.321578,-80.951634,30002
10204,35.321377,-80.951864,30003
10204,35.321037,-80.952267,30004
10204,35.320809,-80.952513,30005
10204,35.320474,-80.952245,30006
10204,35.320245,-80.952018,30007
10204,35.320089,-80.951849,30008
10204,35.319956,-80.951702,30009
10204,35.319895,-80.951626,30010
10204,35.319895,-80.951626,40001
10204,35.319879,-80.951607,40002
10204,35.319783,-80.951487,40003
10204,35.319640,-80.951310,40004
10204,35.319491,-80.951121,40005
10204,35.319325,-80.950907,40006
10204,35.319196,-80.950734,40007
10204,35.319065,-80.950563,40008
10204,35.318963,-80.950424,40009
10204,35.318897,-80.950331,40010
10204,35.318844,-80.950250,40011
10204,35.318799,-80.950180,40012
10204,35.318727,-80.950063,40013
10204,35.318692,-80.950004,40014
10204,35.318688,-80.950001,40015
10204,35.318660,-80.949948,40016
10204,35.318639,-80.949910,40017
10204,35.318615,-80.949866,40018
10204,35.318579,-80.949792,40019
10204,35.318541,-80.949702,40020
10204,35.318498,-80.949605,40021
10204,35.318461,-80.949524,40022
10204,35.318414,-80.949411,40023
10204,35.318390,-80.949353,40024
10204,35.318369,-80.949296,40025
10204,35.318340,-80.949217,40026
10204,35.318311,-80.949135,40027
10204,35.318283,-80.949049,40028
10204,35.318256,-80.948962,40029
10204,35.318231,-80.948879,40030
10204,35.318181,-80.948693,40031
10204,35.318155,-80.948589,40032
10204,35.318137,-80.948517,40033
10204,35.318106,-80.948396,40034
10204,35.318037,-80.948120,40035
10204,35.318012,-80.948015,40036
10204,35.317979,-80.947873,40037
10204,35.317959,-80.947792,40038
10204,35.317933,-80.947687,40039
10204,35.317884,-80.947504,40040
10204,35.317840,-80.947355,40041
10204,35.317800,-80.947221,40042
10204,35.317719,-80.946944,40043
10204,35.317574,-80.946558,40044
10204,35.317420,-80.946215,40045
10204,35.317243,-80.945870,40046
10204,35.317074,-80.945601,40047
10204,35.317070,-80.945594,40048
10204,35.316941,-80.945391,40049
10204,35.316936,-80.945382,40050
10204,35.316852,-80.945249,40051
10204,35.316490,-80.944780,40052
10204,35.316268,-80.944544,40053
10204,35.316069,-80.944352,40054
10204,35.315847,-80.944157,40055
10204,35.315041,-80.943512,40056
10204,35.314954,-80.943445,40057
10204,35.312049,-80.941198,40058
10204,35.311497,-80.940770,40059
10204,35.310876,-80.940289,40060
10204,35.310517,-80.940010,40061
10204,35.310228,-80.939786,40062
10204,35.310080,-80.939677,40063
10204,35.309972,-80.939605,40064
10204,35.309919,-80.939565,40065
10204,35.309918,-80.939526,40066
10204,35.309913,-80.939499,40067
10204,35.309903,-80.939473,40068
10204,35.309889,-80.939446,40069
10204,35.309846,-80.939369,40070
10204,35.309746,-80.939196,40071
10204,35.309660,-80.939030,40072
10204,35.309600,-80.938903,40073
10204,35.309563,-80.938822,40074
10204,35.309526,-80.938737,40075
10204,35.309494,-80.938654,40076
10204,35.309454,-80.938536,40077
10204,35.309417,-80.938413,40078
10204,35.309390,-80.938308,40079
10204,35.309361,-80.938204,40080
10204,35.309327,-80.938067,40081
10204,35.309291,-80.937929,40082
10204,35.309253,-80.937775,40083
10204,35.309219,-80.937610,40084
10204,35.309191,-80.937475,40085
10204,35.309159,-80.937321,40086
10204,35.309122,-80.937132,40087
10204,35.309119,-80.937119,40088
10204,35.309080,-80.936929,40089
10204,35.309045,-80.936749,40090
10204,35.309022,-80.936631,40091
10204,35.308972,-80.936500,40092
10204,35.308945,-80.936425,40093
10204,35.308916,-80.936353,40094
10204,35.308892,-80.936297,40095
10204,35.308860,-80.936223,40096
10204,35.308825,-80.936146,40097
10204,35.308791,-80.936071,40098
10204,35.308754,-80.935995,40099
10204,35.308709,-80.935908,40100
10204,35.308660,-80.935816,40101
10204,35.308613,-80.935727,40102
10204,35.308557,-80.935619,40103
10204,35.308504,-80.935527,40104
10204,35.308445,-80.935431,40105
10204,35.308397,-80.935360,40106
10204,35.308354,-80.935301,40107
10204,35.308303,-80.935239,40108
10204,35.308255,-80.935184,40109
10204,35.308213,-80.935139,40110
10204,35.308182,-80.935109,40111
10204,35.308137,-80.935070,40112
10204,35.308094,-80.935037,40113
10204,35.308032,-80.934992,40114
10204,35.307974,-80.934952,40115
10204,35.307893,-80.934902,40116
10204,35.307853,-80.934878,40117
10204,35.307779,-80.934831,40118
10204,35.307649,-80.934747,40119
10204,35.307581,-80.934703,40120
10204,35.307475,-80.934636,40121
10204,35.307361,-80.934567,40122
10204,35.307287,-80.934521,40123
10204,35.307249,-80.934498,40124
10204,35.307212,-80.934478,40125
10204,35.307155,-80.934454,40126
10204,35.307122,-80.934442,40127
10204,35.307109,-80.934438,40128
10204,35.307053,-80.934421,40129
10204,35.306982,-80.934401,40130
10204,35.306912,-80.934385,40131
10204,35.306810,-80.934360,40132
10204,35.306710,-80.934334,40133
10204,35.306594,-80.934308,40134
10204,35.306507,-80.934290,40135
10204,35.306412,-80.934274,40136
10204,35.306309,-80.934266,40137
10204,35.306262,-80.934263,40138
10204,35.306215,-80.934265,40139
10204,35.306170,-80.934269,40140
10204,35.306132,-80.934276,40141
10204,35.306083,-80.934286,40142
10204,35.306014,-80.934309,40143
10204,35.305967,-80.934329,40144
10204,35.305895,-80.934361,40145
10204,35.305848,-80.934385,40146
10204,35.305775,-80.934426,40147
10204,35.305712,-80.934467,40148
10204,35.305633,-80.934523,40149
10204,35.305575,-80.934566,40150
10204,35.305482,-80.934643,40151
10204,35.305377,-80.934729,40152
10204,35.305341,-80.934763,40153
10204,35.305290,-80.934817,40154
10204,35.305141,-80.934978,40155
10204,35.305044,-80.935074,40156
10204,35.304935,-80.935182,40157
10204,35.304799,-80.935329,40158
10204,35.304750,-80.935380,40159
10204,35.304691,-80.935438,40160
10204,35.304625,-80.935501,40161
10204,35.304566,-80.935555,40162
10204,35.304533,-80.935584,40163
10204,35.304476,-80.935632,40164
10204,35.304425,-80.935671,40165
10204,35.304363,-80.935717,40166
10204,35.304301,-80.935760,40167
10204,35.304224,-80.935814,40168
10204,35.304221,-80.935816,40169
10204,35.304080,-80.935904,40170
10204,35.303994,-80.935951,40171
10204,35.303994,-80.935951,50001
10204,35.303957,-80.935971,50002
10204,35.303902,-80.936001,50003
10204,35.303808,-80.936051,50004
10204,35.303720,-80.936096,50005
10204,35.303601,-80.936155,50006
10204,35.303510,-80.936198,50007
10204,35.303405,-80.936247,50008
10204,35.303290,-80.936299,50009
10204,35.303130,-80.936370,50010
10204,35.302972,-80.936444,50011
10204,35.302943,-80.936459,50012
10204,35.302918,-80.936475,50013
10204,35.302895,-80.936489,50014
10204,35.302849,-80.936525,50015
10204,35.302805,-80.936559,50016
10204,35.302741,-80.936614,50017
10204,35.302729,-80.936627,50018
10204,35.302720,-80.936638,50019
10204,35.302712,-80.936649,50020
10204,35.302703,-80.936659,50021
10204,35.302694,-80.936669,50022
10204,35.302685,-80.936679,50023
10204,35.302675,-80.936689,50024
10204,35.302666,-80.936698,50025
10204,35.302656,-80.936708,50026
10204,35.302646,-80.936717,50027
10204,35.302636,-80.936726,50028
10204,35.302626,-80.936735,50029
10204,35.302616,-80.936743,50030
10204,35.302606,-80.936751,50031
10204,35.302595,-80.936760,50032
10204,35.302585,-80.936768,50033
10204,35.302574,-80.936775,50034
10204,35.302564,-80.936783,50035
10204,35.302553,-80.936790,50036
10204,35.302542,-80.936797,50037
10204,35.302531,-80.936803,50038
10204,35.302520,-80.936810,50039
10204,35.302509,-80.936816,50040
10204,35.302497,-80.936822,50041
10204,35.302486,-80.936828,50042
10204,35.302475,-80.936834,50043
10204,35.302463,-80.936839,50044
10204,35.302451,-80.936844,50045
10204,35.302440,-80.936848,50046
10204,35.302428,-80.936854,50047
10204,35.302416,-80.936857,50048
10204,35.302404,-80.936862,50049
10204,35.302392,-80.936865,50050
10204,35.302380,-80.936869,50051
10204,35.302368,-80.936872,50052
10204,35.302356,-80.936875,50053
10204,35.302344,-80.936878,50054
10204,35.302332,-80.936880,50055
10204,35.302320,-80.936882,50056
10204,35.302308,-80.936885,50057
10204,35.302295,-80.936886,50058
10204,35.302283,-80.936888,50059
10204,35.302271,-80.936889,50060
10204,35.302259,-80.936890,50061
10204,35.302246,-80.936890,50062
10204,35.302234,-80.936891,50063
10204,35.302222,-80.936891,50064
10204,35.302209,-80.936891,50065
10204,35.302197,-80.936890,50066
10204,35.302185,-80.936890,50067
10204,35.302172,-80.936889,50068
10204,35.302156,-80.936888,50069
10204,35.302121,-80.936874,50070
10204,35.302090,-80.936864,50071
10204,35.302057,-80.936849,50072
10204,35.302014,-80.936829,50073
10204,35.301951,-80.936795,50074
10204,35.301899,-80.936765,50075
10204,35.301835,-80.936725,50076
10204,35.301766,-80.936679,50077
10204,35.301669,-80.936614,50078
10204,35.301482,-80.936489,50079
10204,35.301329,-80.936387,50080
10204,35.301294,-80.936365,50081
10204,35.301294,-80.936365,60001
10204,35.301231,-80.936326,60002
10204,35.301139,-80.936269,60003
10204,35.301093,-80.936239,60004
10204,35.301009,-80.936185,60005
10204,35.300845,-80.936082,60006
10204,35.300631,-80.935941,60007
10204,35.300463,-80.935831,60008
10204,35.300275,-80.935709,60009
10204,35.300215,-80.935670,60010
10204,35.299958,-80.935502,60011
10204,35.299726,-80.935354,60012
10204,35.299526,-80.935222,60013
10204,35.299467,-80.935184,60014
10204,35.299302,-80.935077,60015
10204,35.299077,-80.934931,60016
10204,35.298821,-80.934763,60017
10204,35.298555,-80.934591,60018
10204,35.298278,-80.934410,60019
10204,35.298171,-80.934339,60020
10204,35.297887,-80.934154,60021
10204,35.297653,-80.934002,60022
10204,35.297463,-80.933880,60023
10204,35.297322,-80.933790,60024
10204,35.297200,-80.933706,60025
10204,35.297036,-80.933603,60026
10204,35.296870,-80.933493,60027
10204,35.296582,-80.933305,60028
10204,35.296222,-80.933072,60029
10204,35.295996,-80.932925,60030
10204,35.295789,-80.932790,60031
10204,35.295631,-80.932690,60032
10204,35.295501,-80.932606,60033
10204,35.295367,-80.932516,60034
10204,35.295247,-80.932437,60035
10204,35.295005,-80.932281,60036
10204,35.294866,-80.932186,60037
10204,35.294772,-80.932117,60038
10204,35.294713,-80.932070,60039
10204,35.294674,-80.932038,60040
10204,35.294591,-80.931972,60041
10204,35.294511,-80.931901,60042
10204,35.294425,-80.931821,60043
10204,35.294344,-80.931743,60044
10204,35.294291,-80.931689,60045
10204,35.294249,-80.931646,60046
10204,35.294137,-80.931529,60047
10204,35.293996,-80.931376,60048
10204,35.293872,-80.931226,60049
10204,35.293775,-80.931116,60050
10204,35.293640,-80.930966,60051
10204,35.293503,-80.930815,60052
10204,35.293501,-80.930812,60053
10204,35.293381,-80.930678,60054
10204,35.293258,-80.930539,60055
10204,35.293176,-80.930445,60056
10204,35.293176,-80.930445,70001
10204,35.293168,-80.930436,70002
10204,35.293031,-80.930280,70003
10204,35.292908,-80.930141,70004
10204,35.292905,-80.930138,70005
10204,35.292877,-80.930107,70006
10204,35.292816,-80.930039,70007
10204,35.292751,-80.929963,70008
10204,35.292673,-80.929875,70009
10204,35.292575,-80.929761,70010
10204,35.292479,-80.929652,70011
10204,35.292354,-80.929511,70012
10204,35.292281,-80.929429,70013
10204,35.292175,-80.929306,70014
10204,35.292006,-80.929112,70015
10204,35.291877,-80.928969,70016
10204,35.291756,-80.928834,70017
10204,35.291613,-80.928674,70018
10204,35.291483,-80.928527,70019
10204,35.291366,-80.928395,70020
10204,35.291225,-80.928236,70021
10204,35.291192,-80.928199,70022
10204,35.291177,-80.928182,70023
10204,35.291029,-80.928017,70024
10204,35.290844,-80.927806,70025
10204,35.290610,-80.927541,70026
10204,35.290425,-80.927332,70027
10204,35.290287,-80.927172,70028
10204,35.290234,-80.927118,70029
10204,35.290023,-80.926882,70030
10204,35.290023,-80.926882,80001
10204,35.289978,-80.926832,80002
10204,35.289908,-80.926754,80003
10204,35.289752,-80.926574,80004
10204,35.289605,-80.926409,80005
10204,35.289395,-80.926170,80006
10204,35.289283,-80.926045,80007
10204,35.289214,-80.925966,80008
10204,35.289135,-80.925877,80009
10204,35.288990,-80.925714,80010
10204,35.288828,-80.925532,80011
10204,35.288790,-80.925489,80012
10204,35.288639,-80.925319,80013
10204,35.288559,-80.925229,80014
10204,35.288472,-80.925131,80015
10204,35.288188,-80.924812,80016
10204,35.287972,-80.924567,80017
10204,35.287682,-80.924247,80018
10204,35.287505,-80.924050,80019
10204,35.287372,-80.923915,80020
10204,35.287345,-80.923888,80021
10204,35.287260,-80.923808,80022
10204,35.287194,-80.923748,80023
10204,35.286883,-80.923476,80024
10204,35.286798,-80.923401,80025
10204,35.286715,-80.923320,80026
10204,35.286635,-80.923235,80027
10204,35.286559,-80.923145,80028
10204,35.286486,-80.923051,80029
10204,35.286455,-80.923007,80030
10204,35.286455,-80.923007,90001
10204,35.286417,-80.922953,90002
10204,35.285646,-80.921528,90003
10204,35.285396,-80.921751,90004
10204,35.285246,-80.921887,90005
10204,35.285093,-80.922016,90006
10204,35.284936,-80.922139,90007
10204,35.284776,-80.922254,90008
10204,35.284612,-80.922362,90009
10204,35.284445,-80.922463,90010
10204,35.284275,-80.922557,90011
10204,35.284103,-80.922643,90012
10204,35.283928,-80.922721,90013
10204,35.283751,-80.922792,90014
10204,35.283572,-80.922855,90015
10204,35.283391,-80.922910,90016
10204,35.283209,-80.922957,90017
10204,35.283025,-80.922995,90018
10204,35.281925,-80.923236,90019
10204,35.280697,-80.923512,90020
10204,35.279383,-80.923840,90021
10204,35.279422,-80.924052,90022
10204,35.279444,-80.924136,90023
10204,35.279473,-80.924217,90024
10204,35.279508,-80.924295,90025
10204,35.279547,-80.924369,90026
10204,35.279592,-80.924438,90027
10204,35.279642,-80.924502,90028
10204,35.279696,-80.924561,90029
10204,35.279754,-80.924614,90030
10204,35.279816,-80.924660,90031
10204,35.279881,-80.924700,90032
10204,35.280112,-80.924828,90033
10204,35.280697,-80.923512,90034
10204,35.281768,-80.921078,90035
10204,35.281837,-80.920908,90036
10204,35.281900,-80.920734,90037
10204,35.281928,-80.920648,90038
10204,35.281953,-80.920559,90039
10204,35.281979,-80.920440,90040
10204,35.282001,-80.920321,90041
10204,35.282018,-80.920199,90042
10204,35.282029,-80.920077,90043
10204,35.282036,-80.919955,90044
10204,35.282039,-80.919809,90045
10204,35.282044,-80.919684,90046
10204,35.282043,-80.919559,90047
10204,35.282039,-80.918429,90048
10204,35.282037,-80.918256,90049
10204,35.282031,-80.918083,90050
10204,35.282021,-80.917910,90051
10204,35.282007,-80.917689,90052
10204,35.281993,-80.917555,90053
10204,35.281975,-80.917422,90054
10204,35.281953,-80.917290,90055
10204,35.281927,-80.917159,90056
10204,35.281826,-80.916696,90057
10204,35.281779,-80.916467,90058
10204,35.281729,-80.916212,90059
10204,35.281699,-80.916048,90060
10204,35.281665,-80.915840,90061
10204,35.281639,-80.915629,90062
10204,35.281619,-80.915418,90063
10204,35.281606,-80.915206,90064
10204,35.281600,-80.915061,90065
10204,35.281600,-80.914916,90066
10204,35.281605,-80.914771,90067
10204,35.281615,-80.914626,90068
10204,35.281630,-80.914483,90069
10204,35.281669,-80.914213,90070
10204,35.281809,-80.913506,90071
10204,35.281846,-80.913296,90072
10204,35.281878,-80.913084,90073
10204,35.281904,-80.912871,90074
10204,35.281925,-80.912657,90075
10204,35.281941,-80.912443,90076
10204,35.281951,-80.912228,90077
10204,35.281955,-80.912040,90078
10204,35.281957,-80.911853,90079
10204,35.281957,-80.911837,90080
10204,35.281957,-80.911837,100001
10204,35.281954,-80.911673,100002
10204,35.281946,-80.911494,100003
10204,35.281932,-80.911316,100004
10204,35.281913,-80.911137,100005
10204,35.281878,-80.910885,100006
10204,35.281836,-80.910633,100007
10204,35.281793,-80.910412,100008
10204,35.281744,-80.910194,100009
10204,35.281688,-80.909977,100010
10204,35.281587,-80.909613,100011
10204,35.281540,-80.909432,100012
10204,35.281506,-80.909287,100013
10204,35.281506,-80.909287,110001
10204,35.281497,-80.909250,110002
10204,35.281458,-80.909067,110003
10204,35.281352,-80.908476,110004
10204,35.281252,-80.907883,110005
10204,35.281160,-80.907289,110006
10204,35.281085,-80.906846,110007
10204,35.280997,-80.906404,110008
10204,35.280540,-80.904049,110009
10204,35.280366,-80.903159,110010
10204,35.280366,-80.903159,120001
10204,35.280332,-80.902986,120002
10204,35.280095,-80.901793,120003
10204,35.280095,-80.901793,130001
10204,35.280068,-80.901657,130002
10204,35.279821,-80.900373,130003
10204,35.279798,-80.900338,130004
10204,35.279730,-80.900239,130005
10204,35.279687,-80.900179,130006
10204,35.279602,-80.900066,130007
10204,35.279446,-80.899881,130008
10204,35.279131,-80.899525,130009
10204,35.278816,-80.899173,130010
10204,35.278490,-80.898810,130011
10204,35.278189,-80.898476,130012
10204,35.278189,-80.898476,140001
10204,35.278162,-80.898447,140002
10204,35.277824,-80.898074,140003
10204,35.277769,-80.898013,140004
10204,35.277508,-80.897721,140005
10204,35.277166,-80.897330,140006
10204,35.277087,-80.897234,140007
10204,35.276987,-80.897111,140008
10204,35.276883,-80.896980,140009
10204,35.276842,-80.896931,140010
10204,35.276799,-80.896885,140011
10204,35.276792,-80.896878,140012
10204,35.276779,-80.896864,140013
10204,35.276542,-80.896538,140014
10204,35.276474,-80.896483,140015
10204,35.276387,-80.896388,140016
10204,35.276030,-80.895919,140017
10204,35.276174,-80.895767,140018
10204,35.276275,-80.895665,140019
10204,35.276316,-80.895629,140020
10204,35.276360,-80.895597,140021
10204,35.276406,-80.895571,140022
10204,35.276437,-80.895555,140023
10204,35.276504,-80.895523,140024
10204,35.276572,-80.895497,140025
10204,35.276641,-80.895475,140026
10204,35.276712,-80.895459,140027
10204,35.276801,-80.895437,140028
10204,35.277067,-80.895420,140029
10204,35.277253,-80.895411,140030
10204,35.277291,-80.895410,140031
10204,35.277291,-80.895410,150001
10204,35.277410,-80.895406,150002
10204,35.277527,-80.895407,150003
10204,35.277838,-80.895410,150004
10204,35.277671,-80.895163,150005
10204,35.277515,-80.894975,150006
10204,35.277441,-80.894891,150007
10204,35.277366,-80.894811,150008
10204,35.277269,-80.894707,150009
10204,35.277181,-80.894620,150010
10204,35.277113,-80.894555,150011
10204,35.277002,-80.894457,150012
10204,35.276902,-80.894371,150013
10204,35.276819,-80.894293,150014
10204,35.276446,-80.893985,150015
10204,35.276342,-80.893895,150016
10204,35.276342,-80.893895,160001
10204,35.275953,-80.893561,160002
10204,35.275389,-80.893069,160003
10204,35.275336,-80.893021,160004
10204,35.275230,-80.892921,160005
10204,35.275058,-80.892775,160006
10204,35.274843,-80.892595,160007
10204,35.274713,-80.892489,160008
10204,35.274660,-80.892445,160009
10204,35.274605,-80.892403,160010
10204,35.274544,-80.892360,160011
10204,35.274485,-80.892310,160012
10204,35.274441,-80.892237,160013
10204,35.274347,-80.892087,160014
10204,35.274249,-80.891939,160015
10204,35.274148,-80.891796,160016
10204,35.273768,-80.891327,160017
10204,35.273299,-80.890716,160018
10204,35.273299,-80.890716,170001
10204,35.273255,-80.890659,170002
10204,35.273180,-80.890577,170003
10204,35.273035,-80.890426,170004
10204,35.272888,-80.890277,170005
10204,35.272738,-80.890134,170006
10204,35.272571,-80.889984,170007
10204,35.272109,-80.889578,170008
10204,35.271799,-80.889314,170009
10204,35.271304,-80.888898,170010
10204,35.271304,-80.888898,180001
10204,35.271186,-80.888800,180002
10204,35.270939,-80.888596,180003
10204,35.270774,-80.888460,180004
10204,35.270249,-80.888035,180005
10204,35.270101,-80.887914,180006
10204,35.269755,-80.887618,180007
10204,35.269479,-80.887375,180008
10204,35.269415,-80.887322,180009
10204,35.268961,-80.886944,180010
10204,35.268961,-80.886944,190001
10204,35.268676,-80.886706,190002
10204,35.267897,-80.886057,190003
10204,35.266903,-80.885217,190004
10204,35.266836,-80.885148,190005
10204,35.266249,-80.884666,190006
10204,35.266201,-80.884625,190007
10204,35.265980,-80.884437,190008
10204,35.265687,-80.884189,190009
10204,35.265687,-80.884189,200001
10204,35.265658,-80.884165,200002
10204,35.265562,-80.884084,200003
10204,35.265319,-80.883881,200004
10204,35.264838,-80.883469,200005
10204,35.264452,-80.883136,200006
10204,35.263992,-80.882741,200007
10204,35.263852,-80.882620,200008
10204,35.263830,-80.882600,200009
10204,35.263040,-80.881919,200010
10204,35.263040,-80.881919,210001
10204,35.262917,-80.881813,210002
10204,35.262716,-80.881640,210003
10204,35.262122,-80.881128,210004
10204,35.262122,-80.881128,220001
10204,35.262093,-80.881103,220002
10204,35.261948,-80.880976,220003
10204,35.261342,-80.880444,220004
10204,35.261204,-80.880311,220005
10204,35.261189,-80.880297,220006
10204,35.261017,-80.880134,220007
10204,35.260983,-80.880103,220008
10204,35.260845,-80.879978,220009
10204,35.260708,-80.879853,220010
10204,35.260625,-80.879779,220011
10204,35.260480,-80.879648,220012
10204,35.260249,-80.879448,220013
10204,35.260236,-80.879437,220014
10204,35.260109,-80.879331,220015
10204,35.259979,-80.879230,220016
10204,35.259913,-80.879181,220017
10204,35.259913,-80.879181,230001
10204,35.259846,-80.879133,230002
10204,35.259836,-80.879126,230003
10204,35.259781,-80.879092,230004
10204,35.259723,-80.879062,230005
10204,35.259664,-80.879038,230006
10204,35.259603,-80.879018,230007
10204,35.259535,-80.878985,230008
10204,35.259454,-80.878941,230009
10204,35.259375,-80.878892,230010
10204,35.259347,-80.878872,230011
10204,35.259298,-80.878838,230012
10204,35.259230,-80.878792,230013
10204,35.259155,-80.878736,230014
10204,35.259083,-80.878676,230015
10204,35.259013,-80.878612,230016
10204,35.258946,-80.878543,230017
10204,35.258649,-80.878194,230018
10204,35.258545,-80.878068,230019
10204,35.258399,-80.877892,230020
10204,35.258348,-80.877831,230021
10204,35.258307,-80.877783,230022
10204,35.258226,-80.877675,230023
10204,35.258226,-80.877675,240001
10204,35.258078,-80.877479,240002
10204,35.257809,-80.877131,240003
10204,35.257552,-80.876842,240004
10204,35.257549,-80.876837,240005
10204,35.257353,-80.876565,240006
10204,35.257243,-80.876405,240007
10204,35.257122,-80.876247,240008
10204,35.256969,-80.876048,240009
10204,35.256825,-80.875865,240010
10204,35.256742,-80.875775,240011
10204,35.256690,-80.875717,240012
10204,35.256542,-80.875525,240013
10204,35.256418,-80.875366,240014
10204,35.256418,-80.875366,250001
10204,35.256361,-80.875293,250002
10204,35.256219,-80.875097,250003
10204,35.255865,-80.874644,250004
10204,35.255491,-80.874177,250005
10204,35.255409,-80.874073,250006
10204,35.255409,-80.874073,260001
10204,35.255281,-80.873908,260002
10204,35.255249,-80.873868,260003
10204,35.255152,-80.873748,260004
10204,35.255141,-80.873733,260005
10204,35.255135,-80.873725,260006
10204,35.255128,-80.873719,260007
10204,35.255118,-80.873701,260008
10204,35.255107,-80.873685,260009
10204,35.255097,-80.873668,260010
10204,35.255086,-80.873652,260011
10204,35.255076,-80.873635,260012
10204,35.255066,-80.873617,260013
10204,35.255057,-80.873600,260014
10204,35.255047,-80.873583,260015
10204,35.255038,-80.873565,260016
10204,35.255029,-80.873547,260017
10204,35.255020,-80.873528,260018
10204,35.255012,-80.873510,260019
10204,35.255004,-80.873492,260020
10204,35.254996,-80.873474,260021
10204,35.254988,-80.873454,260022
10204,35.254981,-80.873435,260023
10204,35.254974,-80.873416,260024
10204,35.254967,-80.873397,260025
10204,35.254961,-80.873377,260026
10204,35.254954,-80.873357,260027
10204,35.254948,-80.873338,260028
10204,35.254942,-80.873318,260029
10204,35.254937,-80.873298,260030
10204,35.254932,-80.873278,260031
10204,35.254927,-80.873258,260032
10204,35.254923,-80.873238,260033
10204,35.254918,-80.873218,260034
10204,35.254914,-80.873197,260035
10204,35.254911,-80.873176,260036
10204,35.254908,-80.873156,260037
10204,35.254904,-80.873135,260038
10204,35.254902,-80.873114,260039
10204,35.254899,-80.873094,260040
10204,35.254897,-80.873073,260041
10204,35.254894,-80.873037,260042
10204,35.254892,-80.873020,260043
10204,35.254871,-80.873016,260044
10204,35.254852,-80.873012,260045
10204,35.254834,-80.873008,260046
10204,35.254816,-80.873003,260047
10204,35.254798,-80.872998,260048
10204,35.254780,-80.872993,260049
10204,35.254762,-80.872987,260050
10204,35.254744,-80.872981,260051
10204,35.254727,-80.872975,260052
10204,35.254709,-80.872968,260053
10204,35.254691,-80.872960,260054
10204,35.254674,-80.872953,260055
10204,35.254657,-80.872945,260056
10204,35.254639,-80.872937,260057
10204,35.254622,-80.872928,260058
10204,35.254605,-80.872919,260059
10204,35.254588,-80.872909,260060
10204,35.254571,-80.872899,260061
10204,35.254555,-80.872889,260062
10204,35.254538,-80.872879,260063
10204,35.254522,-80.872868,260064
10204,35.254506,-80.872857,260065
10204,35.254490,-80.872845,260066
10204,35.254474,-80.872834,260067
10204,35.254459,-80.872821,260068
10204,35.254443,-80.872808,260069
10204,35.254428,-80.872796,260070
10204,35.254413,-80.872783,260071
10204,35.254398,-80.872769,260072
10204,35.254383,-80.872755,260073
10204,35.254369,-80.872741,260074
10204,35.254355,-80.872726,260075
10204,35.254340,-80.872712,260076
10204,35.254327,-80.872697,260077
10204,35.254313,-80.872681,260078
10204,35.254300,-80.872666,260079
10204,35.254286,-80.872650,260080
10204,35.254274,-80.872634,260081
10204,35.254261,-80.872618,260082
10204,35.254248,-80.872600,260083
10204,35.254234,-80.872575,260084
10204,35.254059,-80.872351,260085
10204,35.254025,-80.872311,260086
10204,35.253947,-80.872225,260087
10204,35.253929,-80.872207,260088
10204,35.253929,-80.872207,270001
10204,35.253867,-80.872143,270002
