route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306696,"North to UNCC",0,928083,5010117
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306697,"North to UNCC",0,928082,5010109
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306698,"South to I-485/S. Blvd",1,928082,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306699,"North to UNCC",0,928073,5010109
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306700,"North to UNCC",0,928068,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306701,"North to UNCC",0,928074,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306702,"South to I-485/S. Blvd",1,928081,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306703,"North to UNCC",0,928069,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306704,"North to UNCC",0,928070,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306705,"North to UNCC",0,928083,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306706,"North to UNCC",0,928075,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306707,"South to I-485/S. Blvd",1,928068,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306708,"North to UNCC",0,928082,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306709,"North to UNCC",0,928073,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306710,"North to UNCC",0,928068,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306711,"North to UNCC",0,928081,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306712,"North to UNCC",0,928074,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306713,"South to I-485/S. Blvd",1,928072,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306714,"North to UNCC",0,928069,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306715,"North to UNCC",0,928070,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306716,"North to UNCC",0,928071,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306717,"North to UNCC",0,928083,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306718,"South to I-485/S. Blvd",1,928075,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306719,"North to UNCC",0,928075,5010108
